5,36,,,
What a beautiful starry sky.,TRUE,FALSE,FaceKoishi_no,FaceTensei_no
If only Big Sis was here to see it.,TRUE,FALSE,FaceKoishi_dp2,FaceTensei_no
I sense a strong desire to make a wish within you.,FALSE,TRUE,FaceKoishi_dp2,FaceTensei_hp
Are you the one who called me?,FALSE,TRUE,FaceKoishi_no,FaceTensei_no
You are…,TRUE,FALSE,FaceKoishi_sp,FaceTensei_no
"My name is Tensei Muriya,",FALSE,TRUE,FaceKoishi_sp,FaceTensei_hp
a Star God who can make any dream come true.,FALSE,TRUE,FaceKoishi_no,FaceTensei_no
……,TRUE,FALSE,FaceKoishi_no2,FaceTensei_no
"Yes, I'm the one who called for you.",TRUE,FALSE,FaceKoishi_dp,FaceTensei_no
Can you really make any dream come true?,TRUE,FALSE,FaceKoishi_no,FaceTensei_no
…,FALSE,TRUE,FaceKoishi_no,FaceTensei_sp
"Of course, all you need to do is pay a price.",FALSE,TRUE,FaceKoishi_no,FaceTensei_sw
Price? In what form?,TRUE,FALSE,FaceKoishi_pz,FaceTensei_sw
…,FALSE,TRUE,FaceKoishi_no,FaceTensei_sw
You don't know?,FALSE,TRUE,FaceKoishi_no,FaceTensei_sw
"As a price to achieve your dream, you need to exchange your entire life.",FALSE,TRUE,FaceKoishi_no,FaceTensei_dp
What!?,TRUE,FALSE,FaceKoishi_sp,FaceTensei_no
How can this be?,TRUE,FALSE,FaceKoishi_sp,FaceTensei_no
Do you think everything in this world is free?,FALSE,TRUE,FaceKoishi_no,FaceTensei_hp
This is how it is.,FALSE,TRUE,FaceKoishi_no,FaceTensei_no
"Well then,",FALSE,TRUE,FaceKoishi_no,FaceTensei_sw
please state your desire.,FALSE,TRUE,FaceKoishi_no,FaceTensei_sw
……,TRUE,FALSE,FaceKoishi_sw,FaceTensei_no
(I'm sure Big Sis will be fine even if I'm no longer…),TRUE,FALSE,FaceKoishi_sw,FaceTensei_no
……,TRUE,FALSE,FaceKoishi_sw,FaceTensei_no
"(No, I can't see it through.)",TRUE,FALSE,FaceKoishi_dp2,FaceTensei_no
"If I'm gone, I'm sure Big Sis will be very sad,",TRUE,FALSE,FaceKoishi_dp2,FaceTensei_no
so I'll…pass on the wish.,TRUE,FALSE,FaceKoishi_dp2,FaceTensei_no
So,FALSE,TRUE,FaceKoishi_no,FaceTensei_sw
"you're not the one who called me, after all.",FALSE,TRUE,FaceKoishi_no,FaceTensei_no
"You don't know who I am,",FALSE,TRUE,FaceKoishi_no,FaceTensei_dp
neither do you know the price of a wish.,FALSE,TRUE,FaceKoishi_no,FaceTensei_dp
So you've found out…,TRUE,FALSE,FaceKoishi_dp,FaceTensei_no
"Actually, the amount of lifespan that needs to be paid is proportionate to the strength of the wish.",FALSE,TRUE,FaceKoishi_no,FaceTensei_no
not necessarily the wishmaker's entire life.,FALSE,TRUE,FaceKoishi_no,FaceTensei_dp
You…,TRUE,FALSE,FaceKoishi_an3,FaceTensei_no
I just said it deliberatelyto see your reaction.,FALSE,TRUE,FaceKoishi_no,FaceTensei_sw
"Your heart is so pure, I was almost deceived,",FALSE,TRUE,FaceKoishi_no,FaceTensei_no
but you hesitated at the last moment.,FALSE,TRUE,FaceKoishi_no,FaceTensei_hp
"As punishment for deceiving a god,",FALSE,TRUE,FaceKoishi_no,FaceTensei_dp
I'll have you taste the wrath a god!,FALSE,TRUE,FaceKoishi_no,FaceTensei_bk
